,stripped,readable
585,call saida,They call it SAIDA.
586,riceadvice within extension africarice dr fall friend work,RiceAdvice is within SAED and AfricaRice; Dr. Fall has a friend who worked on it.
587,dr fall primary expert,Dr. Fall is our primary expert.
588,paul interviewer becky cheryl allegra present,"Paul is the interviewer; Becky, Cheryl and Allegra are also present."
589,interview focus predictable methodology,This interview focused on predictables and methodology.
590,paul start interview summarize project introduce predictable problem,Paul started off the interview by summarizing the project and introducing the predictables problem.
591,environment change lot uncertainty market issue,"The environment is changing, lots of uncertainty in market issues."
592,big unknown might level yield,The biggest unknown might be the level of production.
593,able predict level yield future due uncertain factor farmer access input credit come time farmer use technology harvester factor constrain area cultivate,"Not able to predict the level of production in the future due to uncertain factors, e.g. do farmers have access to inputs, does the credit come in on time, do farmers use technology and machinery or not all of these factors constrain the area cultivated."
594,modeling bring bear farmer behavior estimate way cultivate guess level yield,Most of the modeling is brought to bear on farmers' behavior to estimate his way of cultivating to guess level of production.
595,agro ecological zone upper delta low delta delta srv,"Agro-ecological zones: Upper Delta, Lower Delta, and just Delta in SRV."
596,farmer different practice different access credit extension service different zone,Farmers have different practices and different access to credit and extension services in different zones.
597,zone provide reliably homogeneous grouping farmer,Zones provide a reliably homogeneous grouping of farmers.
598,delta service close service bank donor ngo mechanization organized,"Delta has the most services because it's closest to the services (banking, donors, NGOs, mechanization), and it's the most organized."
599,upper valley matam podor area,"Upper Valley, the Matam Podor area:"
600,dominate ethnic group traditional practice land access,"Dominated by ethnic groups that have traditional practices, some have land and some don't have any access."
601,area least predictable service come area still different way see thing,"This area is least predictable, because services are coming into the area but they still have different ways of seeing things."
602,low delta,Lower Delta:
603,farmer alone few extension service new public irrigated scheme land national domain law land belong government people apply law land belong user inherit parent,"Farmers are most alone, fewest extension services, some newer public irrigated schemes, land is under national domain law: all land belongs to the government, but people don't apply that law land belongs to the users, inherited from parents."
604,way delegate access land,They have their own way of delegating access to land.
605,government try deal invest huge amount irrigated scheme take land owner give parcel irrigate,"Government is trying to deal with this by investing huge amounts in irrigated schemes they take land from the owners, but they give them some parcels that are irrigated."
606,land redistribute farmer household head,Then land is redistributed to farmers and household heads.
607,woman household head get less access lose access land,"Because women aren't household heads, they get less access   lose access to land."
608,first investment wave distribute man irrigation scheme let woman participate upper delta behind,"The first investment wave was distributed only to men, but now they're doing more irrigation schemes and letting women participate; but the Upper Delta is behind on this."
609,note think trouble distinguish dr fall talk upper vs low valley,[Note: I think I had some trouble distinguishing when Dr. Fall was talking about Upper vs Lower Valley.]
610,credit mostly orient access input use infrastructure build state,"Loans are mostly oriented to access to inputs, use of infrastructure built by the state."
611,get access input use government infrastructure,"To get access to inputs, you have to use the government infrastructure."
612,land membership organization get access credit credit land get people use state infrastructure,"If you don't have land, you don't have membership in an organization, so you can't get access to credit but credit isn't about land, it's about getting people to use the state infrastructure."
613,land collateral participate organization,Land is your collateral to participate in organizations.
614,credit incentivize farmer intensify yield interest rate much low vs commercial bank,"Credit is about incentivizing farmers to intensify production, that's why the interest rate is so much lower (7.5% vs 21%) than commercial banks."
615,sae extension agency verifie bank cultivate area declare farmer technically right cultivate land able pay credit credit,"SAED is extension agency it verifies for the bank that the cultivated area declared by the farmers is technically right, i.e. if you cultivate the land, will you be able to pay back the credit."
616,bank wants sae guarantee farmer express input need farmer produce produce enough,The bank wants SAED to guarantee that all the farmers expressing input needs are farmers that will produce and produce enough.
617,sae intermediary give technical advice community farmer good land,"SAED is the intermediary giving the technical advice, e.g. This community of farmers has good land."
618,farmer union cooperative collect expression need go bank say cultivate hectare sae send extension agent give technical notice approve farmer actually cultivate hectare,"Farmers' union cooperative collects expression of needs , goes to bank and says, We'll be cultivating 50 hectares , and then SAED has to send an extension agent to give a technical notice approving that the farmers actually have and can cultivate 50 hectares."
619,one farmer pay credit entire cooperative gets penalize,"If one farmer is not paying back, the entire coop gets penalized!"
620,cooperative take one guy land give someone else lucky recipient pay portion credit bank know someone default,"The coop will take that one guy's land and give it to someone else, and the lucky recipient pays the portion of the loan, so the bank doesn't know that someone has defaulted."
621,hold one guy,They hold the one guy
622,land hostage pay portion credit credit,'s land hostage until he can pay his portion of the loan back.
623,credit take forever,Loans take forever.
624,bank need get approval ministry finance guarantee whatever happen government foot bill,"Banks need to get approval from the Ministry of Finance, a guarantee that whatever happens, the government will foot the bill."
625,take really long time,It was taking a really long time.
626,thing improve heavy administrative involvement,"Things are improving, but there's heavy administrative involvement."
627,bank want involve large cost rely extension legwork everything take forever,"The bank doesn't want to be involved when there's large costs, so they rely on SAED to do the legwork, so everything takes forever."
628,farmer might receive credit one two month later,Farmers might receive the credit one or two months later.
629,farmer cooperative plant different time face problem,Farmers in coops that plant at different times do so because they face a few problems:
630,access credit slow slow even fact sell crop time pay credit credit time get credit time,"Access to credit is slow, but it can be slowed down even more by the fact that if you don't sell your crop on time, then you can't pay back your loan on time, so you don't get credit on time."
631,cooperative professional organized other,"Also, some coops are more professional and organized than others."
632,farmer act unison thing take long,If farmers aren't acting in unison then things take too long.
633,another issue access mechanization service harvest service provider always ready time provide service farmer need,"Another issue is the access to mechanization services, e.g. for harvest; service providers are not always ready on time to provide the services farmers need."
634,enough service provider enough harvester harvester sometimes adapt land big harvester able handle small parcel,There aren't enough service providers with enough equipment; some equipment sometimes isn't adapted to the land (e.g. the big harvesters won't be able to handle small parcels).
635,lot parameter model yield want plant different crop choose one,"There are a lot of parameters in a model of production if you want to plant different crops, you have to choose which ones."
636,cold season plant horticulture season rice,"Cold season, you plant horticulture, the other season you do rice."
637,hot rice season plus rainy season time plant time rainy season feb may immediate turnaround,"But if you do a hot rice season plus the rainy season, you don't have time to plant on time for rainy season (Feb - May, then immediate turnaround.)"
638,farmer prefer horticulture cold season time sell start rice rainy season,So some farmers prefer to do horticulture in cold season so there's time to sell and start rice in the rainy season.
639,want plant depend time market demand,"What you want to plant doesn't just depend on timing, but also on market demand."
640,last year example senegal produce lot potato lose lot easy commercialize,"Last year, for example, Senegal produced a LOT of potatoes but lost a lot of them because they're not easy to commercialize."
641,year farmer want grow potato go horticulture,"Now, this year, farmers don't want to grow potatoes; they've gone to onion."
642,plant year depend go last year mean really hard predict,"So what you plant this year depends on how it went last year, which means it's really hard to predict."
643,kind fertilizer depend kind crop need decide early hope input supplier fertilizer seed predict want grow,"The kind of fertilizer depends on the kind of crops, so you need to decide early and you have to hope that the input suppliers (fertilizer, seeds) have predicted what you want to grow."
644,decision make around november december plan go next year decide one season season work together,"These decisions are made around November and December you plan what you're going to do in the next year, i.e. you don't just decide one season but how the seasons work together."
645,regulation market agency new organization make government help farmer monitor market need predict need,Regulation market agencies are new organizations made by the government to help farmers monitor what the market needs and predict what's needed.
646,hold import know much farmer produce domestic product get swamp,"That is, they hold imports until they know how much farmers have produced, so the domestic product doesn't get swamped."
647,horticulture commercialization,Horticulture is all for commercialization.
648,rice subsistence horticulture market,20 - 30% of rice is for subsistence but horticulture is for market.
649,far dakar rice eat,"The farther you are from Dakar, the more of your own rice you eat."
650,get credit horticulture government priority,You don't get credit for horticulture because it's not a government priority.
651,horticulture industry similar system extension bank horticulture tie private sector organization trader credit,"For the tomato industry, there's a similar system with SAED and banks, but onion isn't tied to any private sector organizations (just traders), so there isn't credit."
652,cotton peanut rice horticulture crop easy access credit,"Cotton, peanut, rice and tomatoes are the only crops with easy access to credit."
653,get credit maybe pay horticulture good option might make money even rice,"If you can't get credit (maybe because you didn't pay), then horticulture is a good option because you might make more money even than rice."
654,input expensive horticulture rice payoff high investment,"But inputs are more expensive for horticulture than rice, so the payoff is higher but so is the investment."
655,rice formal contract miller pay kind,"If you're doing rice, you can have a formal contract with millers where you pay in kind."
656,cooperative affect cooperative,"If they're in a cooperative, they are affected by what the cooperative does."
657,influence group,They're influenced by the group.
658,plot time come whatever want,"But if they own their own plot, most of the time it comes down to whatever they want to do."
659,sae agent provide advice know agency potatoe price might low senegal might import lot,"SAED agents provide advice, e.g. We know from the agency that potatoes' price might be low and Senegal might import a lot of them."
660,experience make field decision know field might issue other maybe different method know well trader know exactly productivity land capable give fertilizer leftover last year,"Your own experience will make up about 50% of your field decision you know your field, you might not have the same issues as others, maybe you have a different method or you know better traders, you know exactly the productivity your land is capable of giving you, the fertilizer you have leftover from last year, etc."
661,bag fertilizer leftover,E.g. I have a bag of fertilizer leftover
662,horticulture head start,so I'll do onions because I have a head start.
663,dr fall say ought talk farmer verify expand information give we,Dr. Fall says we ought to talk to 10 to 15 farmers to verify and expand on the information on he's given us.
664,research rural development institution work five domain crop fishery livestock forestry socioeconomic,"ISRA is a rural development institution, working in five domains: crops and fisheries and livestock and forestry and socioeconomics."
665,divide five department horticulture fishery forestry livestock health animal science social science politic focus macroeconomic policy,"Divided into five departments: Horticulture, fishery, forestry, livestock health and animal science, and social science & politics that focuses on macroeconomics and policy."
666,within national department regional station inside aezs,Within the national department there are regional stations inside the AEZs.
667,one srv one peanut basin work peanut cowpea millet sorghum another working cotton maize catch location one casamance work rainfed rice mangrove cropping one koldar clz work mainly livestock,"the one in the SRV; there's one in the peanut basin that works with peanut, cowpeas, millet and sorghum; there's another working on cotton and maize (didn't catch location); one in Casamance working with rainfed rice (e.g. mangrove cropping); and one in Koldar, CLZ, that works mainly on livestock."
668,regional center part one another five department previously list focus,All of these regional centers are part of one or another of the five departments that have the previously listed focuses.
669,research fund salary government research get fund internationally place like cgiar africarice,"ISRA is funded for salary by the government, for research they get funding internationally from places like CGIAR, AfricaRice, etc."
670,government pay operating cost cover extension,"The government pays operating costs, so they cover the extension."
671,research public research result public,ISRA does public research so its results are public.
672,research sell foundation seed new cultivar seed producer,"Also, ISRA sells foundation seeds of new cultivars to seed producers."
673,thing research provide extension service,"Other than these things, ISRA doesn't provide extension services."
674,train extension worker able diffuse new technology extension,They train extension workers to be able to diffuse new technologies but don't do the extension themselves.
675,dr fall funding mainly come organization proposal,Dr. Fall's funding mainly comes from other organizations through proposals.
676,dr fall hear ai something people interested funding,Dr. Fall hears about AI as something people are interested in for funding.
677,do year risk analysis world bank agricultural livestock chain use econometric framework dissect resilience strategy farmer use last year deal risk different source low rainfall evaluate social economic consequence,"He has done a 30-year risk analysis with the World Bank on the agricultural livestock chain, using an econometric framework dissecting the resilience strategies farmers used in the last 30 years to deal with risk from different sources (e.g. low rainfall) and evaluating the social and economic consequences."
678,yes every time research project want work extension agency zone,"Yes, every time they have a research project they want to work with the extension agency in their zone."
679,work sae ancar farmer organization ngo africarice icrisat,"So they work with SAED, ANCAR, farmers' organization, and NGOs   AfricaRice   ICRISAT."
680,"diagram time 
 dr fall say positive negative effect climate change harvest time", Diagram time Dr. Fall says there can be positive or negative effects of climate change on harvest time.
681,climate change might shorten cropping season yes lead crop damage rain wrong time,"Climate change might shorten the cropping season, and then, yes, it can lead to cropping damage (e.g. if it rains at the wrong time)."
682,approve part diagram,He approved other parts of the diagram.
683,agronomy,Agronomy
684,farmer always use recommend quantity say quality fertilizer good give kind explanation justify use,"Most farmers are always using above the recommended quantity, because they say the quality of the fertilizer is not good they give any kind of explanation to justify using more."
685,recommend kilo dap three different phase,The recommended is 150 kilos of DAP in three different phases.
686,observe farmer always use high quantity surprising cost high,"What they observe is that farmers are always using higher quantity, which is surprising because the cost is high."
687,sometimes say plot flat enough fertilizer shift add water,"Sometimes they say the plot is not flat enough, so the fertilizer shifts when they add water!"
688,vary zone,This varies over zones.
689,delta zone people use recommend,"In the Delta zone, people use more than the recommended."
690,zone people concern fertilizer cost use less term quantity,"In other zones, people are concerned by the fertilizer cost, so they use less in terms of quantity."
691,recommend practice apply three different phase farmer follow practice either,"There's a recommended practice of applying in three different phases, but some farmers don't follow this practice either."
692,wait long application depend receive credit fertilizer available,"Some wait too long between applications, depending if they received loans or if fertilizer is available."
693,ought predictable know credit access physical access fertilizer,This ought to be predictable if you know about credit access and physical access to fertilizer.
694,farmer receive bon de credit credit voucher go get fertilizer,Farmers receive bon de credit (credit vouchers) to go get fertilizer.
695,might able get much fertilizer want operator might kind want,"You might not be able to get as much fertilizer as you want, or the operator might not have the kind you want."
696,sometimes farmer use formula instead formula available,Sometimes farmers will use 9 9 33 formula instead of 18 46 00 formula because it's not available.
697,subsidy program international importer like go senegal sometimes within subsidy program enough fertilizer everyone switch similar fertilizer still want,"Because of subsidy programs, international importers don't like to go through Senegal; and sometimes within subsidy programs, there's not enough fertilizer; so everyone has to switch to a similar fertilizer that still isn't what they want."
698,switch might change farmer apply,These switches might change how and when farmers apply it.
699,researcher make recommendation long time ago sixty seventie,"Researchers make the recommendations, but it was a LONG time ago (sixties seventies)."
700, potassium fertilizer,There wasn't any potassium; the fertilizer was 18 46 00.
701,last year support usaid want change formula recommend quantity,"In the last few years with the support from USAID, they want to change the formula and the recommended quantity."
702,currently farmer still use recommend,"But currently, farmers are still using more than recommended."
703,farmer experience farmer researcher,Farmers from their own experiences (because farmers are researchers too!)
704,know old recommendation date follow knowledge,"know the old recommendations are out of date, so they follow their own knowledge."
705,primary complaint exist fertilizer good quality hence increase application,The primary complaint is that the existing fertilizer isn't good quality (hence the increased application.)
706,dr fall agree opportunity provide recommendation fertilizer base soil type,"Dr. Fall agrees that there's an opportunity to provide recommendations about fertilizer based on soil type, etc."
707,say people know soil type,But he says few people know what their soil type is.
708,say few farmer use research lab analyze soil need know soil make recommendation fertilizer,"He says that fewer than 1% of farmers use ISRA labs to analyze their soil, but you need to know about the soil before you can make any recommendation about fertilizer."
709,farmer senegal right subsidized fertilizer,Any farmer in Senegal has the right to subsidized fertilizer.
710,depend crop grow fertilizer change,"But depending on the crop you're growing, the fertilizer changes."
711,government let farmer know certain fertilizer certain crop dap rice horticulture producer include formula like,"The government lets farmers know that certain fertilizers are for certain crops (e.g. DAP is for rice and horticulture producers, which includes formulas like 9 9 20)."
712,may provide subsidy,They may provide up to 55% subsidy.
713,choose three four importer bring fertilizer subsidize,Then they choose three or four importers to bring in fertilizer to be subsidized.
714,importer select program might import still export gambia mauritania mali,"But those importers who aren't selected by the program might import still to re-export to the Gambia, Mauritania, Mali."
715,everyone know government satisfy demand,Everyone knows the government can't satisfy all demands.
716,people access subsidy program satisfied market price high non subsidized fertilizer well scarce importer go country avoid subsidy program,"But people who can't access the subsidy programs are also not satisfied by the market, and the price is too high for non-subsidized fertilizer, as well as scarce because importers go out-of-country to avoid the subsidy program."
717,subsidy program penalize fertilizer market use fertilizer,Subsidy program penalizes both the fertilizer market and the use of fertilizer.
718,hamstring importer make difficult farmer get subsidized fertilizer get fertilizer,It hamstrings importers and makes it difficult for farmers who can't get the subsidized fertilizer to get other fertilizer.
719,even select importer complain sometimes pay late tell advance select importer,"Even the selected importers complain, because they're sometimes paid late and they aren't told in advance that they'll be the selected importers."
720,could buy fertilizer cheap season notify start season international market price high,"They could be buying fertilizer for cheap on the off-season, but they're not notified until the start of the season when the international market price is very high."
721,government use subsidy encourage certain crop practice fertilizer arrive time farmer application waste around fertilizer,"The government uses the subsidies to encourage certain crops but in practice, the fertilizer doesn't arrive on time, and farmers' over-application wastes around 30% of the fertilizer."
722,dilemma whether program actually help,There's a dilemma about whether the program is actually helping.
723,farmer say want subsidy paddy price sell instead instead fertilizer,Farmers are saying they want subsidies on the paddy price (e.g. selling at 200 instead of 150) instead of on the fertilizer.
724,agriculture minister say sure need study show whether fertilizer subsidy program actually work,"The agriculture minister said, Sure, but they need a study to show whether the fertilizer subsidy program actually worked."
725,subsidy program distribute village level,Subsidy program is distributed at the village level.
726,committee distribute ought contain civil servant farmer make sure distribution fair,"The committee that distributes it ought to contain civil servants, farmers, etc. to make sure distribution is fair."
727,say big farmer religious leader call farmer profit unfairly distribution,It was said that big farmers and religious leaders who call themselves farmers were profiting unfairly from distribution.
728,committee restructure farmer represent cooperative leader,But now the committees have been restructured such that farmers are represented by their coop leaders.
729,complaint fairness reduce though farmer still want aid paddy price fertilizer,"Complaints about fairness have reduced, though farmers still want aid with paddy price, not fertilizer."
730,maybe crop support credit time use fertilizer rice cropping time come horticulture horticulture get fertilizer system,"Maybe for crops that aren't supported by credit, but most of the time they use fertilizer for rice, and when the cropping time comes from tomato and onion, they get fertilizer through the same system."
731,however rainfed zone cash crop always receive fertilizer food crop,"However, in the rainfed zone, cash crops always receive fertilizer and food crops do not."
732,unless program give fertilizer food crop people even take fertilizer apply cash crop,"Unless there's some program giving out fertilizer for food crops, and then people will even take that fertilizer and apply it to their cash crops."
733,irrigated zone fertilizer apply crop get credit,"But in the irrigated zone, fertilizer is applied to the crop you got credit for."
734,crop likely grow residual fertilizer last season,Other crops are likely growing on the residual fertilizer from last season.
735,different water management system,There are different water management systems.
736,public irrigated system lend farmer state cooperative,"If you're in a public irrigated system, it's lended to farmers by the state through their cooperatives."
737,pay hectare delta zone,Those are being paid for by hectare in the Delta zone.
738,close podor pay access irrigation,"Closer to Podor, you're paying more to access irrigation."
739,cost irrigation link amount water use hectare own farmer,"But the cost of irrigation isn't linked to the amount of water you use, just by the hectares owned by the farmer."
740,private village type system use moto pumpe pay gas,"If you're in a private, village-type system, you're using moto-pumpes and paying for gas."
741,everybody pay share gas hectare include salary pump operator,"Everybody pays their share of gas by hectares, including the salary of the pump operator."
742,dr fall say senegal lose lot money public scheme charge base amount water people whatever want,Dr. Fall says Senegal loses a lot of money through the public scheme because it's not charged based on the amount of water and people do whatever they want.
743,believe water endless always case,"They believe water is endless, but that's not always the case."
744,cooperative work together get water everyone field,Coops work together to get water to everyone's fields.
745,big scheme grand management create government give cooperative manage,Big schemes (grand management) were created by the government and then given to coops to manage.
746,big hectare,Big = 3000 to 5000 hectares.
747,pump scheme call village type,The pump schemes are called village type.
748,work cooperative currency gas use,They also work in cooperatives but the currency is gas used.
749,end season divide cost gas base farmer hectare,At the end of the season they divide costs of gas up based on farmer hectares.
750,third private irrigated scheme single farmer pay water management organization four country call omvs sure understand,"There's a third, private irrigated scheme , where single farmers pay the water management organization of four countries called OMVS <not sure if I understood this>."
751,village build irrigation roughly see benefit money correctly,Some villages build irrigation on their own but roughly because they see the benefits but don't have the money to do it correctly.
752,sometimes help ngo program matam african bank,"Sometimes they are helped by NGOs, e.g. program in Matam with African Bank."
753,type irrigation within scheme like drip irrigation goutte goutte furrow irrigation irrigation la raie,"Types of irrigation itself within each scheme like drip irrigation (goutte a goutte), furrow irrigation (irrigation la raie)."
754,irrigation less include credit package,Irrigation is more or less included in the credit package.
755,part payment go omvs part go extension responsible irrigation infrastructure maintenance,"There's a part of payment that goes to OMVS, a part that goes to SAED which is responsible for irrigation infrastructure maintenance."
756,cooperative keep clean specific farm access,Coops themselves should keep clean the specific farm accesses.
757,day irrigate control farm fill water close output gate enough water farm permit next person access water,"If it's your day to irrigate, you can control that your farm fills up with water and close the output gates until you have enough water for your farm before you permit the next person to access water."
758,control,That's the only control you have.
759,bring water wait turn,"After that, you have to bring water in or wait your turn again."
760,decide group get water order,You decide as a group who gets water in which order.
761,really need water request turn,If you really need water you can request that you have your turn.
762,dr fall say government think combine irrigation credit credit good way get farmer pay irrigation farmer even know charge slip,"Dr. Fall says the government thinks that combining irrigation into the credit loan is the best way to get farmers to pay for irrigation, because farmers don't even know that the charges are slipped in there."
763,difference cost public private depend get water river land,The difference in cost between public and private depends on how you get water from the river to your land.
764,cost hectare difficulty may change,"The cost itself is the same, by hectare, but the difficulty may change."
765,cooperative decision already access irrigation system,"It's the coops' decision, because they already have access to the irrigation system."
766,sae maintain primary channel principle access,SAED only maintains the primary channels and principle access.
767,rice,It should be the same as rice.
768,change might work within plot create furrow billon protect horticulture horticulture much water,The only change might be to work within the plot to create furrows (billons) to protect onions or tomatoes from too much water.
769,double cropping rice yes sometimes grow vegetable season,"If you're not double cropping rice, then yes, sometimes you grow vegetables in the off season."
770,farmer plant one season either specialize rice horticulture horticulture,"But some farmers only plant in one season, and they either specialize in rice or in tomatoes or onions."
771,possible get three crop plot take lot time effort attention,"It is possible to get three crops out of a plot, but it takes a lot of time, effort and attention."
772,make sure harvest time clean plot money get input need time money go another lender ,"You have to make sure to harvest on time, clean up the plot, that you have the money to get the inputs you need on time (you have your own money or you go to another lender), etc."
773,season already know crop appropriate rice appropriate horticulture,"For the season we already know what crops are appropriate: Rice is appropriate or not, horticulture too."
774,land lot salt choose rice,"Now the land: If you have a lot of salt, you have to choose rice."
775,farmer know land characteristic,Any farmer knows his land characteristics.
776,second step crop relevant market demand,Second step: Which crops are relevant for market demand.
777,last season performance influence season choice,Last season's performance influences this season's choice.
778,actually know market wil,Because we don't actually know what the market wil do
779,farmer rely last season performance,", farmers rely on last season's performance."
780,third availability seed horticulture horticulture horticulture seed import,"Third: availability of seeds: For horticulture tomatoes, onions, seeds are imported."
781,rice vegetable,Not for rice but for vegetables.
782,seed price matter,Seed price matters.
783,use cooperative control cooperative rule water regulation stay,There used to be more cooperative control: The cooperative rules of water regulation stay.
784,mostly people try thing rice even variety,"Mostly people try to do the same thing for rice, even down to the variety."
785,cooperative mainly rice,Cooperatives were mainly for rice.
786,extend horticulture,Now they extend to tomatoes.
787,crop farmer decision,"But for other crops, it's the farmer's own decision."
788,think vary season,I think this varies by season:
789,rice grow season work much uniformly season,In rice-growing season they work much more uniformly than in other seasons.
790,farmer discuss grow collectively much credit need people opt discussion grow much need cooperative try get credit,"The farmers discuss what to grow collectively and how much credit they need; people can opt in or out, so there's a discussion of who will grow what and how much they need so that the coop can try to get credit."
791,finally access industrial firm horticulture rice thing contract farmer cooperative processor,"Finally, access to an industrial firm: Tomatoes and rice are the only things that have contracts between farmers and coops or processors."
792,rice peanut cotton horticulture facilitate access credit mechanism clear firm facilitate,"only rice, peanuts, cotton, tomatoes facilitate access to credit (the mechanism isn't clear but the firm facilitates)."
793,saving might go contrarian plant horticulture plant everyone else plant need access credit horticulture price low,"If you have savings, you might go contrarian and plant onions; if you are planting what everyone else plants because they need access to credit (e.g., tomatoes), your prices will be low."
794,hot dry season majority rice might see peanut maybe potatoe srv koalack lake region,"Hot dry season: the majority will do rice but you might see peanuts, maybe potatoes, not in the SRV but in the Koalack lake region."
795,hot dry march june july cold dry oct late february rainy season july aug sept,Hot dry: March - June julyCold dry: Oct- late februaryRainy season: July - Aug sept.
796,rice potatoe millet sorghum recession floodplain,"(rice, potatoes, millet or sorghum in the recession floodplain)"
797,yes hard enough,"Yes, but not hard enough."
798,know happen last season last year everyone plant horticulture price low probably change,"If you know what happened last season: If last year everyone planted onions but prices were low, then they'll probably change."
799,farmer imitative go horticulture perhaps someone else go horticulture,Farmers are imitative : If you go for tomatoes then perhaps someone else will go for onions.
800,influence community leader yes influence leader big farmer driver always see successful one tend influence other,"Are they influenced by community leaders: Yes, they are influenced by leaders and by the big farmers or drivers you always can see the more successful ones and they tend to influence others."
801,know group leader may help predict decision grow,If you know the group leaders that may help to predict the decisions about what to grow.
802,question predict whether cooperative other get sufficient input time,Question 2: Can we predict whether a coop or others will get sufficient inputs in time .
803,cooperative important distribute credit input,The coop is very important in distributing credit and input.
804,management cooperative favor farmer right thing pay credit credit,"The management of the cooperatives will favor farmers who do all the right things (e.g., paying back loans)."
805,cooperative powerful other,Some coops are more powerful than others.
806,credit individual guarantee cooperative,Credit is to the individual but under the guarantee of the coop.
807,bank depend financial market enough money satisfy demand,The bank itself depends on the financial market; it doesn't have enough money itself to satisfy demand.
808,need raise fund financial market guarantee government,"It needs to raise funds from the financial market, guaranteed by the government."
809,sae irrigation scheme infrastructure extension agent time intermediary cooperative bank,"SAED does irrigation scheme infrastructure, extension agents and at the same time is an intermediary between the coops and the banks."
810,sae help cooperative organize decision even water distribution decision rebuild maintain hire contractor,"SAED also helps the coops organize their decisions, even the water distribution decisions and rebuilding   maintaining (by hiring contractors)."
811,deputy director sae abdoulaye put we touch,Deputy director of SAED; Abdoulaye can put us in touch.
812,question would plant relevant factor,"Question 3: When would they plant, which are the relevant factors."
813,mos cropping season time make decision,2-3 mos before the cropping season is the time at which you'd make a decision.
814,access credit input,Access to credit and input.
815,input trader sell seed,There are input traders who sell seed etc.
816,people around may factor,Having these people around may be a factor.
817,ross bethio near get input want,"If you are in Ross Bethio, or near, then you can get all the input you want."
818,choice crop sorta depend seed available close town access,But the choice of which crop sorta depends on which seeds are available and those closer to towns have more access.
819,seed operator horticulture horticulture b c seed import seed potato see local industry,"We don't have seed operators for tomatoes, onions, etc b c these seeds are imported; seed potatoes are seeing a local industry"
820,depend crop require different practice,"It depends on the crop, each requires different practices."
821,land good,land isn't so good.
822,might use old seed rather improved seed interval flooding planting vary locally may less govern tradition,"They might use old seed rather than improved seed, the interval between flooding and seeding etc vary locally and may be more or less governed by tradition"
823,education matter lot,Education matters a lot.
824,srv educate farmer compare senegal overall,SRV has the most educated farmers compared with Senegal overall.
825,majority farmer illiterate srv organization lead people bs ms degree,The majority of farmers are illiterate but in the SRV the organizations are led by people with BS and MS degrees.
826,big difference yield adoption technology,"Big difference in yield, adoption of technology,."
827,leader set task force big influence policy subsidy program even price rice influence group,These leaders set up their own task force and have big influence in policy and subsidy programs; even the price of rice is influenced by this group.
828,upper delta woman get access land less delta inheritance land patrilineal,"In the upper delta, women get access to land but less than in the delta because the inheritance of land is patrilineal."
829,availability harvester land prep another factor,The availability of equipment for land prep is another factor.
830,access might switch different crop,If you don't have access you might switch to a different crop.
831,lot choice plant though depend season,"There is a lot of choice about what to plant, though it depends on the season."
832,rainy season,In rainy season
833,rice maize peanut cold dry season vegetable,"it's rice, maize, peanut; in cold dry season it's vegetables."
834,ready access pesticide farmer well inform pest dynamic yes many product use depend crop p weed,Is there ready access to pesticides and are farmers well informed about pest dynamics: Yes: you have many products; which you use depends on the crop and the pest weeds etc.
835,cost pesticide include package input credit organize cooperative,The cost of pesticides are included in the package of input credit organized by the coops.
836,try predict pest infestation,Should we try to predict pest infestations:
837,yes one main constraint srv,"Yes, it's one of the main constraints in SRV."
838,colleague monitor weed problem disease,A colleague monitors 100 weed problems and diseases.
839,farmer know difference probably use right product,Farmers don't know the differences and probably don't use the right products.
840,focus interview decision making farmer prediction might make,Focus of interview: Decision-making of farmers and the predictions we might make.
841,topic climate change,Topic: Climate change.
842,yes think,"Yes, he thinks so:"
843,example rice yield decrease temperature high,"For example, the rice yields have been decreasing and temperatures have been higher."
844,cc shift farmer run season,CC has shifted how farmers should be running their seasons.
845,farmer plant dry season wet season inconsistent start time amount rain,"Farmers plant more in the dry season, because the wet season is more inconsistent in the start-time and amount of rain."
846,farmer control water irrigation dry season rely time period,"Farmers can control water more with irrigation in the dry season, so they rely on that time period more."
847,increase rain wet season increase number pest bleed dry season farmer prepare land properly set fire soil kill pest plant next crop,"The increased rain in the wet season has also increased the number of pests, which can bleed into the dry season if farmers haven't prepared the land properly (e.g. setting fire to the soil to kill the pests before planting the next crop.)"
848,know climate change main impact experience yield reduction amount rain happen north senegal use rain much,"They know about climate change, but the main impact they experience is the yield reduction and the amount of rain that's been happening in the North of Senegal used to not rain much"
849,rain start season come early,but now it's raining more and more and the start of the season is coming earlier than before.
850,connection local institution call anacim promote information cc planting window dry season,They have a connection with a local institution called Anacim which promotes information about CC and when the planting window for the dry season will be.
851,sae adjust suggestion base anacim give information late planting season,"SAED doesn't adjust its suggestions based on Anacim because they give the information too late, after the sowing season."
852,sae say sow early suffer risk,"SAED just says You should sow earlier, or you'll suffer so-and-so risk."
853,however subsidy come late,"However, subsidies are also coming late."
854,though farmer saving supply available buy early,"Though if farmers have savings, if the supply is available, they can buy earlier."
855,cultivar usually use dry season wet season respectively depend duration cycle,There are cultivars usually used for the dry season and the wet season respectively it depends on the duration of the cycle.
856,start wet season early use long duration cultivar dry season always use short duration cultivar,"When they start the wet season early, they use a long duration cultivar; for the dry season they always use the short duration cultivar."
857,africarice cultivar distribute,AfricaRice has some cultivars that they distribute.
858,seed station certify seed,There's also seed stations which certify the seeds
